"Timestamp","Cluster Name","Number of CPUs","CPU Type","CPU Clock","Rocks Version","Organization","Location","Member of Rocks Grid","Notes","FLOPs"
"2009-10-20","BERAM","48","EM64T-4","3.00","4.2.1","SMS-Meteocenter","Faenza","no","N/A","576"
"2007-03-15","Poseidon","36","Opteron","2.14","4.2.1","UW Madison - Dept Atmos. & Oceanic Sci","Madison Wisconsin","no","Biogeochemical ocean modelling in the North Atlantic with the MITgcm at high resolutionhttp://www.aos.wisc.edu/~galen","154.08"
"2007-03-22","CARES Cluster","116","Itanium 2","3.60","4.2.1","Clarkson University","Potsdam, NY","no","N/A","1670.4"
"2009-04-30","almond","36","Opteron","2.80","4.2.1","BRIDGE, University of Bristol","Bristol UK","no","N/A","201.6"
"2007-03-23","Dinkum-thinkum","62","Opteron","2.60","4.2.1","LaBRI/INRIA","Bordeaux, France","no","N/A","322.4"
"2007-08-06","tstcl4","110","EM64T","2.40","4.2.1","von Karman Institute","Bruxelles, Belgium","yes","There are 17 Intel Core Duo 2 running x86_64, and 76 P4 at 3.4 running i386.","528"
"2007-03-27","Image Sciences Linux Cluster","20","EM64T","2.33","4.2","Cleveland Clinic","Cleveland, Ohio","no","N/A","93.2"
"2007-03-30","Commodore64","450","Opteron","2.40","4.2.1","Wayne State University","Detroit","yes","N/A","2160"
"2007-03-30","OMII-Europe Edinburgh Evaluation Infrastructure","36","Athlon 64","1.80","4.2.1","EPCC","Edinburgh","yes","N/A","129.6"
"2007-04-02","PIZAG Cluster","30","EM64T","3.00","4.2.1","Gazi University, Physisc Department","Ankara","no","N/A","180"
"2007-04-03","Aerocluster","15","Pentium 4","1.86","4.2.1","IIT Bombay","Mumbai","no","N/A","55.8"
"2007-04-07","Uma","32","Opteron","2.60","4.2.1","Alo Groups, LLC","Albuquerque","no","N/A","166.4"
"2007-04-09","MetSat - UA","8","EM64T","2.80","4.2.1","Universidade de Aveiro","Aveiro, Portugal","no","N/A","44.8"
"2010-10-05","Ravel","92","EM64T","2.00","5.3","Computer Science Dept., California Polytechnic State University","San Luis Obispo, CA","yes","Sysadmin - Greg Porter, glporter@calpoly.edu","368"
"2007-04-10","KDAIZ FNSPE CTU AMD64 cluster","15","Opteron","1.80","4.2.1","Faculty of Nuclear Sciences and Physical Engeneering","Prague","no","N/A","54"
"2008-01-31","aleph.eii.us.es","24","Opteron","2.20","4.2.1","Nonlinear Physics Group","Sevilla (Spain)","yes","We will use the cluster in research about phenomena of localization of energy and charge in nonlinear discrete systems, as crystals and biomolecules","105.6"
"2007-04-13","rocks.ds.geneseo.edu","2","Opteron","2.00","4.2.1","SUNY Geneseo","Geneseo","yes","N/A","8"
"2007-04-13","Babyrocks","16","Athlon 64","2.40","4.2","Rincon Research Corporation","Tucson, AZ","no","N/A","76.8"
"2007-04-17","LiangLab3","36","Opteron","2.30","4.2.1","USTC","Anhui Hefei","no","N/A","165.6"
"2007-04-19","engendro","12","Pentium","2.80","4.2.1","Universidad de Antioquia","Medellin","yes","N/A","33.6"
"2009-12-12","Octopus","144","EM64T","2.83","5.1","Institute of Molecular Biosciences","Frankfurt (Germany)","no","18 Nodes: SunFire X4150, DualSocket QuadCore Intel Xeon Harpertown 2.83GHz, 32GB RAFrontend: DualSocket DualCore Intel Xeon Woodcrest 3GHz, 8GB RAM, 2.2TB Raid5 Array@3ware 9550SXU-8LP,Silverstorm Infiniband Switch 9024","815.04"
"2007-04-30","Velociraptor Unisul","20","Pentium 4","1.80","2.2.1","Unisul","Sao Jose","no","N/A","72"
"2007-05-11","ETF Beowulf Cluster","3","Athlon 64","2.00","4.2.1","ElektrotehniÄ?ki fakultet","Sarajevo","no","N/A","12"
"2007-05-12","D-A-N-Y-X","30","Athlon 64","2.00","4.2.1","CAMBO s.a.s.","TELVE","yes","N/A","120"
"2007-05-18","inderapura","16","Pentium 4","2.80","Unspecified","Universiti Sains Malaysia","Penang, Malaysia","no","N/A","89.6"
"2010-07-26","Boron","44","Athlon 64","2.60","5.2","University of the Sciences in Philadelphia","Philadelphia, PA","yes","N/A","228.8"
"2007-05-22","clique","68","Pentium 4","3.20","4.2.1","Materials Research Laboratory","University of California, Santa Barbara","no","N/A","435.2"
"2013-05-08","Solstorm","2732","Opteron","2.40","6.0","NTNU, Dep. Industrial Econ. and Tech Management","Trondheim, Norway","no","132 cores @ 1.6GHz Inte192 cores @ 3.0GHz Inte984 cores @ 2.4GHz Optero1536 cores @ 2.2GHz Optero","13113.6"
"2007-05-31","MBI Cluster","64","Opteron","3.50","4.2.1","Mind-Brain Institute, Johns Hopkins","Baltimore, MD","no","N/A","448"
"2007-06-01","Convexus","32","Opteron","1.80","4.2.1","Convexus Advisors","San Francisco","no","N/A","115.2"
"2007-06-01","B.U.H.O.S.","5","Pentium","0.50","4.2.1","Instituto Tecnologico de Orizaba","Orizaba, Veracruz","no","N/A","2.5"
"2007-06-01","Genotypic_Dhrona","4","Opteron","1.80","4.2.1","Geotyic Technology Pvt Ltd","Bangalore","yes","-","14.4"
"2007-06-06","MareBalticum","24","EM64T","2.50","4.2.1","KB-11","Kaliningrad","no","N/A","120"
"2007-06-13","Butte Lab","32","EM64T","2.80","4.2.1","Stanford Medical Informatics","Stanford","yes","N/A","179.2"
"2007-06-14","MEATBALL","10","Other","2.40","4.2.1","NOAA NWS MKX","Dousman, WI","no","N/A","24"
"2007-06-14","PLEIADES","16","Athlon MP","1.90","4.2.1","Coastal Carolina University","Conway,South Carolina","yes","N/A","60.8"
"2009-07-29","mariscal","128","EM64T","2.33","5.0","USC","Santiago de Compostela","no","N/A","596.48"
"2008-03-15","FU Planetology PR","12","EM64T-4","3.00","4.2.1","Freie Universitaet Berlin","Berlin","yes","N/A","144"
"2008-09-14","HAWK","170","Opteron","2.40","4.3","Nagoya University","Nagoya, Japan","yes","no biography yet, will update.","816"
"2007-06-16","MARC","64","Opteron","2.00","4.1","Coastal Carolina University","Conway","yes","N/A","256"
"2007-06-25","Birch","8","Opteron","2.40","4.2.1","Earth and Planetary Science, UC Berkeley","Berkeley, CA, USA","no","This is for using WRF and related software.","38.4"
"2007-06-21","Tera","800","EM64T","3.00","4.2.1","Thai National Grid Center","Bangkok","no","N/A","4800"
"2007-06-23","cm134","54","EM64T","1.60","4.2.1","Universidad de Oviedo","Oviedo, Asturias","no","N/A","172.8"
"2007-06-24","The Door 2.0","16","Pentium 3","0.53","4.1","Isothermal Community College","Spindale, NC","no","N/A","8.48"
"2007-06-25","HUABIF","9","Athlon 64","2.60","4.2.1","CCS Haryana Agricultural University","HISAR, INDIA","no","Intranet Cluster","46.8"
"2007-06-27","Tuna","10","Opteron","2.40","4.2.1","University of Oklahoma","Norman, OK","no","N/A","48"
"2007-06-29","Imapenguin Cluster 1","16","Athlon 64","2.00","4.2.1","Imapenguin","Fredericksburg VA","no","N/A","64"
"2008-03-27","CCNi Glasgow University","106","EM64T","3.60","4.3","Univeristy of Glasgow","Glasgow, UK","yes","Dept of Psychology, Neuro Imaging HPC","763.2"
"2007-07-06","Ipazia","80","EM64T","2.33","4.2.1","Empa - Materials Science & Technology","Duebendorf, Switzerland","no","N/A","372.8"
"2007-07-09","Projeto Velociraptor I","24","Pentium 3","1.80","Unspecified","UNISUL - Universidade do Sul de Santa Catarina","Palhoça","no","Supercomputador experimental utilizando a arquitetura OpenMosix e a estrutura do laboratório de Redes/CISCO Academy da UNISUL , unidade Ponte do ImaruiNovembro 2004 até Março de 200Desenvolvimento de um sistema de alto processamento utilizando clustering e gridinutilizando as máquinas disponiveis no laboratorioResponsável pela elaboração e construção do projeto:Ramon Mayor Martins ,graduando da Engenharia Elétrica Telemática da UNISUL","43.2"
"2007-07-09","Keck","17","Pentium 3","0.80","4.2.1","Baylor University","Waco Texas","no","N/A","13.6"
"2008-08-04","Odette","6","Pentium 4","0.80","5.0","Fairleigh Dickinson University - Becton College Chemistry Dept.","Madison, New Jersey","yes","N/A","9.6"
"2007-07-12","PhD","70","Pentium 4","2.40","Unspecified","N/A","N/A","no","N/A","336"
"2007-07-11","cluster.hpc.org","1","Athlon 64","1.80","Other","N/A","N/A","no","N/A","3.6"
"2007-09-22","HERD","9","Athlon 64","2.60","Other","SEA LLC","Albuquerque, NM","no","1. Athlon 64 X2. 56 Gflops according to HPL for N=40,000","46.8"
"2007-07-12","Shark","512","EM64T","2.33","Unspecified","Calit2","La Jolla","no","N/A","2385.92"
"2007-07-17","Centic","16","Pentium 4","3.20","4.2.1","UIS","Bucaramanga","no","N/A","102.4"
"2007-07-19","Satolep","18","EM64T","2.80","4.1","Departamento de Física - IFM - UFPEL","Pelotas","no","Statistical Physics Research Group","100.8"
"2008-03-24","WCR","1856","EM64T-4","2.33","Other","Stanford University","Stanford","no","N/A","17297.92"
"2009-03-22","breogan","48","Opteron","2.48","4.3","University of La Coruña - School of Civil Engineering","La Coruña, Spain","no","N/A","238.08"
"2007-07-25","Photon","32","Opteron","1.80","Other","Fort Hays State University","Hays","no","N/A","115.2"
"2007-07-25","KANSASOSG","20","Other","2.00","4.2.1","University of Kansas Physics and Astronomy","Lawrence, Kansas","no","N/A","40"
"2007-07-26","NRG","2","Pentium 4","3.20","Unspecified","N/A","N/A","no","N/A","12.8"
"2007-07-26","Alqudami","4","Athlon 64","2.00","2.3.0","mpic","Penang","no","N/A","16"
"2007-07-26","fjord","48","Athlon MP","2.20","Other","Washington University in St. Louis","St. Louis","no","Rocks version 4.3!","211.2"
"2007-07-30","ANANTA","4","Opteron","10.40","4.2","ananta","Distrito Federal","no","probes","83.2"
"2008-09-15","BlackJack","96","Opteron","2.80","4.3","Gillett Evernham Motorsports","Satesville, NC","no","N/A","537.6"
"2007-08-03","TMC","64","Pentium 4","2.80","4.1","University of Kentucky","Lexington, KY","no","N/A","358.4"
"2007-08-03","Chimera","32","Pentium 4","2.80","4.1","University of Kentucky","Lexington, KY","no","N/A","179.2"
"2007-08-03","CFD","64","Pentium 4","2.30","4.1","University of Kentucky","Lexington, KY","no","N/A","294.4"
"2007-08-05","Memphis","15","Opteron","2.80","4.2.1","Folding Farmer","Chicago","yes","N/A","84"
"2007-08-06","rocks1-garland","6","EM64T","2.30","Other","N/A","Garland","no","N/A","27.6"
"2007-08-07","Palm","15","Other","2.80","4.2.1","KMITNB","Bangkok","yes","N/A","42"
"2007-08-23","turpa","58","EM64T","1.86","Other","University of Kuopio","Kuopio, Finland","no","N/A","215.76"
"2010-12-15","MAFALDA","194","Opteron","3.00","5.3","University of Geneva","Geneva, Switzerland","no","N/A","1164"
"2007-08-15","Schur","64","Pentium 4","3.00","Other","LSU","Baton Rouge","no","N/A","384"
"2007-08-29","Parallell Beast","10","EM64T","1.80","Other","Grupo de Sistemas Complejos","La Plata","no","N/A","36"
"2009-11-04","Democritus","344","EM64T-4","2.27","Other","University of Houston","Houston","no","Rocks 5.2.2","3123.52"
"2007-08-31","Gaia-CMC","8","Opteron","1.80","4.2.1","Centro de Modelado Científico. La Universidad del Zulia","Maracaibo","yes","N/A","28.8"
"2007-09-01","UCL cluster","8","EM64T","1.86","Other","UCL - Faculdade do Centro Leste","Brazil","no","N/A","29.76"
"2007-09-03","Massey Bestgrid","216","EM64T","2.66","Other","N/A","N/A","no","N/A","1149.12"
"2007-09-08","tempcat","14","Itanium","1.00","4.1","Case Western Reserve University","Cleveland","no","N/A","56"
"2007-09-11","WAVCISCluster","40","Unspecified","1.80","Unspecified","Louisiana State University","Baton Rouge","no","N/A","72"
"2007-09-17","takk","1","Unspecified","1.66","Unspecified","N/A","N/A","yes","N/A","1.66"
"2007-09-17","NUBIC Cluster","192","EM64T","2.66","4.2.1","Northwestern University","Chicago","no","N/A","1021.44"
"2007-09-21","FSU HPC","512","Opteron","1.80","4.2.1","Florida State University","Tallahassee, FL","no","N/A","1843.2"
"2007-10-03","VISTA-Aurora","22","Pentium 4","3.06","4.2.1","VISTA - Birmingham University","Birmingham (UK)","no","N/A","134.64"
"2007-10-04","geograppe","350","Opteron","2.20","Other","GEOTOP","Montréal","no","N/A","1540"
"2007-10-09","jaws (at NRL)","24","Opteron","2.00","4.2.1","Naval Research Laboratory","Monterey","no","N/A","96"
"2007-10-19","TMDGrid Cluster","10","Other","2.80","4.2.1","Thai Meteorological Department","Bangkok, THAILAND","no","N/A","28"
"2007-10-22","sukhamoy","23","Pentium 4","1.20","3.3.0","N/A","kolkata","yes","i try to made own Cluster server","55.2"
"2007-10-23","Albiorix","8","Other","3.00","Other","Department of Plant and Environmental Sciences","Göteborg - Sweden","no","N/A","24"
"2007-10-24","reciclanet","5","Pentium 3","0.80","3.3.0","Reciclanet","Bilbao","no","N/A","4"
"2007-10-26","hydra@unipg","56","Opteron","1.80","Other","University of Perugia","Perugia, Italy","no","N/A","201.6"
"2007-11-05","buke","10","Itanium 2","2.00","Unspecified","asiacom","BeiJing","yes","N/A","80"
"2008-09-18","econ","64","EM64T","2.33","5.0","Department of Economics, University of Minnesota","Minneapolis, Minnesota","no","N/A","298.24"
"2007-11-06","g49657067","4","Pentium 4","1.80","Unspecified","faculty of engineering","Bangkok","no","N/A","14.4"
"2007-11-08","wtmut","108","Pentium 4","3.80","4.2.1","Hydropoint","Providence","no","N/A","820.8"
"2007-11-15","GIU Cluster","120","Opteron","2.24","4.2.1","FIMM http://www.giu.fi","Helsinki,Finland","no","- IBM GPFS as major disksyste- ~10 terabytes of backuppped diskspac* more information http://www.giu.fi *","537.6"
"2007-11-10","Stallo","5632","EM64T-4","2.66","Other","University of Tromsø","Tromsø, Norway","yes","N/A","59924.48"
"2007-11-12","Unidad de Cálculo Numérico Avanzado - UNICA","36","EM64T","3.60","4.2.1","Universidad Nacional de Colombia","Medellín, Colombia","yes","N/A","259.2"
"2007-11-13","ifp-cluster","36","EM64T","2.80","4.2.1","UIUC","Urbana IL","no","N/A","201.6"
"2007-11-15","Devastator","8","Athlon 64","2.00","Other","University Of Alberta","Edmonton","no","N/A","32"
"2007-11-20","pbs","16","Opteron","2.00","4.2","UCI ESS","Irvine, CA","no","N/A","64"
"2007-11-23","ExpTher","20","Other","2.30","Other","LIMM","Leeds","no","Rock v. 4.CPU Intel Xeon 64bits","46"
"2007-11-30","Chemistry Linux Terminal (Clint)","18","Other","1.86","Other","San Jose State University","San Jose, CA","no","N/A","33.48"
"2008-01-10","canarias","32","Opteron","1.80","Other","SUN DIAM","Aversa Italy","no","N/A","115.2"
"2015-09-11","MUMAK-SGDP","218","Other","2.40","6.0","MRC SGDP Research Centre","Camberwell, London, UK","no","N/A","523.2"
"2009-10-27","Aeolus","240","EM64T-4","2.36","5.1","College of Engineering and Archetecture","Pullman, WA","no","192 cores of E5345 @ 2.33Ghz and 48 cores of Opteron 8356 @ 2.3Ghz","2265.6"
"2007-12-07","bean","44","Pentium 4","2.60","4.2.1","Naval Research Laboratory","Monterey","no","N/A","228.8"
"2007-12-07","dutton","44","Pentium 4","2.60","4.2.1","Naval Research Laboratory","Monterey","no","N/A","228.8"
"2007-12-11","TUS1","18","EM64T","3.70","Other","University of Maryland - CASL","College Park","no","N/A","133.2"
"2007-12-13","catZ","216","Opteron","2.60","Other","Oceanography Dept - Dalhousie University","Halifax, NS, Canada","no","Rocks 4.3 (not in list?)","1123.2"
"2007-12-13","EarthOcean TestCluster","18","Athlon 64","2.40","Other","Earth Sciences / Oceanography - Dalhousie University","Halifax, NS, Canada","no","Cluster runs rocks 4.3, vanilla install. Slight customization to support nforce/forcedeth gig-ether. Commodity small-form-factor PC hardware. Absurdly inexpensive to setup (Hardware costs, that is :-)","86.4"
"2007-12-13","beowulf.hpcc.uh.edu","189","Pentium 4","2.40","Other","University of Houston","Houston, Texas, USA","no","N/A","907.2"
"2007-12-14","clusterone","72","Opteron","2.20","Other","private","Colorado","no","N/A","316.8"
"2007-12-14","nopal","60","EM64T","3.00","Other","University of Arizona","Tucson","no","N/A","360"
"2007-12-20","sugar","160","EM64T","2.33","Other","University of Kaiserslautern, RHRK","Kaiserslautern, Germany","no","N/A","745.6"
"2007-12-20","GR-05-DEMOKRITOS","80","Opteron","2.20","4.2.1","NCSR Demokritos","Athens Greece","no","N/A","352"
"2007-12-20","athena","256","EM64T-4","2.33","Other","University of Washington","Seattle, WA","no","N/A","2385.92"
"2007-12-31","Jasons VM Cluster","4","Athlon 64","2.19","4.2.1","N/A","Colorado","yes","N/A","17.52"
"2008-01-02","mojito","34","Pentium 4","2.80","Other","Arizona Research Laboratories, University of Arizona","Tucson","no","N/A","190.4"
"2008-01-04","Dr. Hobai St.","2","Athlon","2.30","Unspecified","University of Medicine and Pharmacy","Targu Mures","no","N/A","4.6"
"2008-01-07","rocks.info-ua","30","Pentium 4","2.40","4.2.1","LERIA, University of Angers","Angers, FRANCE","no","N/A","144"
"2008-01-17","Math Cluster","8","Itanium 2","1.46","4.2.1","University of Puerto Rico","Mayaguez, Puerto Rico","no","N/A","46.72"
"2013-04-18","KUST-Kohat","104","EM64T","2.00","6.0","Kohat University","Kohat, Khyber Pakhtunkhwa, Pakistan.","no","N/A","416"
"2008-01-25","Maxwell","24","Pentium 4","2.80","Other","CeTIC Universidad de Las Palmas de Gran Canaria","Las Palmas de Gran Canaria","no","N/A","134.4"
"2008-01-25","OCI-NSF","4","Pentium 4","3.20","Other","National Science Foundation/Office of Cyberinfrastructure","Arlington","yes","N/A","25.6"
"2010-06-17","A2PG","24","EM64T-4","2.33","4.3","Ann Arbor Pharmacometrics Group","Ann Arbor, Michigan","no","Garg, A., Chapel, S. et al (2010, June). A Mechanism Based Population Pharmacokinetic-Pharmacodynamic Model for Epoetin Alfa and Darbepoetin Alfa in Chronic Kidney Disease Patients. Poster session presented at the annual meeting of the Population Approach Group in Europe, Berlin, GermanyChapel, S. et al (2009, October). Semi-mechanistic Model for Characterizing the Effect of Rifampin Co-administration on the Pharmacokinetics of Efavirenz. Poster session presented at the annual meeting of the American Conference on Pharmacometrics, Mashantucket, CT.","223.68"
"2008-05-20","Gauss01-2","42","EM64T-4","3.00","4.3","Seagate","Bloomington, MN","no","N/A","504"
"2008-01-30","Temple Of Doom - FreeBSD","7","Pentium 3","1.40","4.2.1","Temple Of Doom","Sweden","yes","N/A","9.8"
"2008-02-07","floresta","16","Opteron","2.40","Other","EEAD/CSIC","Zaragoza","no","N/A","76.8"
"2008-02-07","Mei","10","Pentium 4","2.80","Unspecified","Uppsala University","Uppsala","yes","N/A","56"
"2010-02-16","Xena","62","EM64T-4","2.20","5.3","Chemistry - Durham University","Durham UK","no","N/A","545.6"
"2008-02-09","Hoyohoy","12","EM64T","3.00","4.2.1","PAGASA","Quezon City, Philippines","no","N/A","72"
"2008-02-11","Weather RND BMG","6","Pentium 4","3.20","4.2.1","Indonesia Meteorological and Geophysical Agency (BMG)","Jakarta","no","N/A","38.4"
"2008-02-17","SpecLabLCI","3","Other","2.40","Other","MIT Harrison Spectroscopy Laboratory","Cambridge, MA","no","Our cluster consists of 3 Intel Core2 Quads","7.2"
"2008-02-20","FCC Cluster","32","Opteron","1.36","Unspecified","Facultad de Ciencias de Computacion","Puebla, Mexico","no","N/A","87.04"
"2009-10-07","Abarah","36","EM64T","2.40","4.3","Grupo de Física Básica e Aplicada - Instituto de Fisica - UFBa","Salvador-Ba, Brazil","no","N/A","172.8"
"2008-02-27","Azeem Cluster","6","Pentium 4","2.00","Unspecified","private","Islamabad","yes","N/A","24"
"2009-09-04","Unos","48","EM64T-4","2.00","5.1","Advanced Science and Technology Institute","Quezon City, Philippines","no","N/A","384"
"2008-02-28","rocks-ecn","16","Pentium 4","3.20","Unspecified","Université Laval","Québec","no","N/A","102.4"
"2008-03-04","VIRUS","12","Opteron","2.60","Unspecified","National Yang-Ming University","Taipei","no","Mellanox IB cards, mvapich2","62.4"
"2008-03-06","Winfirst Cluster","40","Other","2.13","Other","angelo New World","Kwachon. Kyung ki do. Seoul","yes","N/A","85.2"
"2008-03-07","MEG-PTB","10","Athlon XP","1.80","3.3.0","Physikalisch-Technische Bundesanstalt","Berlin","no","N/A","36"
"2009-03-29","hpcc.brandeis.edu","464","EM64T-4","2.83","5.1","Brandeis University","Waltham, MA","no","Built date: November 5 2007Built by : Ercan Kamber, Ph.DOwners : Several research group","5252.48"
"2008-03-10","Peregrine","36","EM64T-4","3.00","Other","Purdue University Calumet","Hammond, IN","yes","N/A","432"
"2008-03-14","ENPA","32","Athlon 64","2.00","Other","energetica.unisannio.it","benevento","yes","ciao","128"
"2008-03-15","dtm","48","EM64T-4","3.00","Other","Freie Universtitaet Berlin","Berlin","yes","N/A","576"
"2008-03-15","ocinh64","36","EM64T-4","2.80","Other","Organic Chemistry Institute, University of Zurich","zurich, switzerland","no","N/A","403.2"
"2008-03-15","CEPR","64","EM64T","2.66","Other","Department of Computer Science, University of South Florida","Tampa","no","N/A","340.48"
"2008-03-17","dharma","64","EM64T","2.13","Other","PUC-Rio","Rio de Janeiro","no","N/A","272.64"
"2008-03-17","azumaseki","20","Other","2.40","4.2.1","UCSC","Santa Cruz","no","N/A","48"
"2008-03-20","Grendel at Bryn Mawr","24","EM64T","2.00","4.3","Bryn Mawr College","Bryn Mawr","yes","N/A","96"
"2008-03-19","Aryabhatta","72","Pentium 4","2.27","Unspecified","Center for Robust Speech Systems","Richardson, Texas","yes","Research in Speech Signal Processing and Speech Systems like Automatic Speech Recognition and Speaker ID","326.88"
"2008-03-24","su-fpce","1152","EM64T-4","2.33","4.3","Stanford University","Stanford","no","N/A","10736.64"
"2008-03-24","su-ahpcrc","1792","EM64T-4","2.33","4.3","Stanford University","Stanford","no","N/A","16701.44"
"2008-03-24","Hopper","12","Opteron","2.40","4.3","California State University East Bay","Hayward, CA","no","N/A","57.6"
"2008-03-26","Francis","80","EM64T-4","2.83","4.3","Thompson Rivers University","Kamloops, B.C. Canada","no","N/A","905.6"
"2008-03-26","Rydberg","48","EM64T","3.20","4.3","Ursinus College","Collegeville, PA","yes","N/A","307.2"
"2008-03-28","Star","1256","EM64T-4","2.66","4.3","University of Arkansas","Fayetteville","no","N/A","13363.84"
"2008-03-31","yingsuifeng","2","Pentium 4","1.80","4.3","shihua","shihua Diego","no","dsfsdf","7.2"
"2008-03-31","thrombosis","32","EM64T-4","2.50","4.3","NCAT","Greensboro","yes","N/A","320"
"2008-04-02","CECMI","52","Opteron","1.80","Unspecified","State University of Moldova","Moldova Republic, Chishinau, str. Mateevici 60","yes","N/A","187.2"
"2009-03-05","Orasi","18","EM64T-4","2.66","4.3","Orasi by Nor-tech","Minneapolis","no","This cluster does bioinformatics work related to MEG data filtering for brain wave analysis. This cluster was built by Nor-tech","191.52"
"2008-04-11","mirna","32","Opteron","2.80","4.3","UT Southwestern Medical Center","Dallas","no","N/A","179.2"
"2008-04-14","thole","20","Pentium 4","2.20","3.0.0","Pens-its","Indonesia","yes","N/A","88"
"2008-04-15","venice-ismar","24","Athlon 64","2.00","4.1","cnr ismar","venice","no","N/A","96"
"2008-04-16","rio","64","Opteron","2.60","4.2.1","The University of South Dakota","Vermillion","no","N/A","332.8"
"2008-04-16","Hrothgar.EGR","34","Pentium 3","0.60","4.3","University of Houston","Houston, TX","no","N/A","20.4"
"2008-04-18","KU nuclear cluster for animal testing","8","EM64T-4","1.60","4.3","Klaipeda University","Lithuania","yes","Hello","51.2"
"2008-04-18","FireNet","12","Pentium 4","1.80","4.3","The University of Texas at Austin","Austin, Texas","no","N/A","43.2"
"2008-04-19","Davistron","8","Athlon","2.10","4.3","U.C. Davis","Davis, California","no","N/A","16.8"
"2008-04-25","ra","2144","EM64T-4","2.66","4.3","Colorado School of Mines","Golden, CO","no","N/A","22812.16"
"2008-04-28","blackbird","80","Opteron","1.80","4.3","USAFA Modeling & Simulation Research Center","USAF Academy, CO","no","This cluster is only used for academic instruction and closely-related research work.","288"
"2008-08-15","Halc","64","Pentium 4","2.40","4.2","Martin Luther University","Halle - Germany","no","N/A","307.2"
"2008-04-30","quadribol","32","EM64T-4","2.33","4.3","Universidade Federal de Juiz de Fora","Juiz de Fora - MG - Brazil","yes","N/A","298.24"
"2008-04-29","cprlite","4","Other","2.50","4.3","College of Marine Science/U. South FLorida","St. Petersburg","no","N/A","10"
"2008-05-02","slpits-rocks","24","Athlon 64","3.18","5.0","Rochester Institute of Technology","Rochester, New York","yes","N/A","152.64"
"2008-05-02","3TIER Planaria","3152","Opteron","2.00","4.2.1","3TIER Group INC","Seattle","no","N/A","12608"
"2008-05-02","hsc2.yidec.org","16","EM64T","2.66","4.3","Hiroshima University","Higashi-Hiroshima","no","N/A","85.12"
"2008-05-02","HELLO","256","Opteron","2.60","4.3","HELLO","New Delhi","no","N/A","1331.2"
"2008-05-02","plexus-yale","52","EM64T","3.19","4.3","Yale University","New Haven, CT","no","N/A","331.76"
"2008-05-03","karina","1","Pentium 3","1.80","2.2.1","unam","DF","yes","manejo de linux","1.8"
"2008-05-06","The DOOR v2.0","16","Pentium 3","0.65","3.3.0","Isothermal Community College","Spindale, NC","no","N/A","10.4"
"2008-05-06","The DOOR v3.0","16","Pentium 4","2.40","5.0","Isothermal Community College","Spindale, NC","no","N/A","76.8"
"2008-05-08","PdxBio_cluster","6","Pentium 3","1.40","4.2.1","Portland Bioscience","Portland, Or","yes","N/A","8.4"
"2010-08-19","stat","40","EM64T-4","2.00","4.3","IFAS Statistics, University of Florida","Gainesville","no","N/A","320"
"2010-08-19","zin","112","EM64T-4","2.00","4.3","MCB, University of Southern California","Los Angeles","no","N/A","896"
"2008-05-13","JNU","256","Opteron","2.60","Unspecified","N/A","N/A","no","N/A","1331.2"
"2008-05-14","DeathBox","6","Pentium 3","1.00","5.0","netw0rx","Colorado","no","N/A","6"
"2009-11-05","orr","136","EM64T-4","2.60","5.0","UCD","Dublin","no","N/A","1414.4"
"2008-05-16","The Attic Network","5","Pentium 3","1.00","5.0","The Attic Network","Sydney, Australia","no","Get your Rocks on!","5"
"2008-06-24","Buster","80","EM64T-4","3.00","5.0","Novartis","UK","no","N/A","960"
"2008-09-17","IPE Cluster","64","EM64T","3.20","5.0","Institute of Petroleum Engineering, University of Tehran","Tehran","no","N/A","409.6"
"2008-05-20","Azores","36","Athlon 64","2.50","4.3","Rice University","Houston, Texas","no","N/A","180"
"2014-01-06","LERIA","80","EM64T-8","2.83","5.3","Universite Angers","FRANCE","no","N/A","1811.2"
"2008-05-22","Parasol Lab IBM x335 cluster","48","Pentium 4","2.40","5.0","Parasol Laboratory, Dept. of Comp. Sci., Texas A & M Univ.","College Station, TX","yes","N/A","230.4"
"2008-12-02","gmpcs","104","EM64T-4","3.00","5.0","univercité Paris sud","paris","no","N/A","1248"
"2008-05-30","ucc-biocluster","30","Opteron","2.50","5.0","University College Cork","Cork","no","N/A","150"
"2008-06-01","GEOLAB Cluster 1","16","Pentium 4","3.20","4.3","GEOALB Ltd.","Moscow","no","N/A","102.4"
"2008-06-06","Pravah","24","EM64T","2.40","4.2.1","IIT Bombay","Mumbai","no","N/A","115.2"
"2008-06-09","trogdor","30","Opteron","2.40","4.3","Texas A & M HSC College of Medicine","Temple, TX","no","N/A","144"
"2008-06-16","Plasma Fusion","8","Itanium 2","1.80","4.2.1","Physics Department, Gauhati University","Guwahati, India","no","With x86_64 as a frontend","57.6"
"2008-06-13","Pomelo","44","EM64T","1.60","5.0","DIFRA - CAB - CNEA","Bariloche","no","N/A","140.8"
"2008-06-13","100mpix tile display","14","Opteron","2.40","5.0","School of Information","Ann Arbor","no","N/A","67.2"
"2008-06-14","HAUGA","3","Unspecified","3.00","Unspecified","IT","HCM","yes","N/A","9"
"2008-06-14","Poor Mans Server","3","Pentium 4","2.40","5.0","MegaByte Me Computers","Brisbane","yes","N/A","14.4"
"2008-06-15","NYU Gene","168","Opteron","2.60","5.0","NYU","NYU, NYC","no","N/A","873.6"
